,image,1,2,3,4
111,skateboard_71877,0.433084050000966,0.4513819534916474,0.46464888694974626,0.2932571733981494
112,skis_30504,0.10254898655469614,0.07827903165066812,0.1759128563997939,0.11863792109074327
113,skis_342397,0.21655351467242054,0.13899397719721143,0.18019429702664158,0.1639185771347069
114,snowboard_393469,0.20445764567289929,0.11169371586694433,0.2135060762612929,0.09567651895848785
115,snowboard_425906,0.3763588555898851,0.49880616045087706,0.31862786994181663,0.22779736189812502
116,spoon_248314,0.47495289741672864,0.4422689376074384,0.4896717405976485,0.3577669116965477
117,spoon_88040,0.1400049947213185,0.08739024826720188,0.24901391975752235,0.1399268620077354
118,sports ball_22935,0.132033559860657,0.20140386388469841,0.12238858010967435,0.08417767773809695
119,sports ball_60102,0.25710692031550586,0.1957131275875458,0.225807898973517,0.16003893580670292
120,stop sign_100283,0.19518205643950878,0.1851063352915405,0.2741087736757933,0.11014712028803161
121,stop sign_724,0.19989990606067137,0.22225377656156867,0.2293495814863486,0.12395233755250283
122,suitcase_23023,0.5799087635807403,0.6377241075533907,0.37363278436225017,0.31226103922632775
123,suitcase_350019,0.2432017062149532,0.38044742509265755,0.17421807037646525,0.1316313337896572
124,surfboard_52507,0.26492255166404916,0.15013483637658864,0.22295141893731585,0.1428233782175563
125,surfboard_554595,0.21413017356422784,0.16711055041462686,0.22471389753240878,0.1553950889925213
126,teddy bear_205542,0.6346291946877927,0.41344666299524496,0.2992594189508579,0.1972698088901448
127,teddy bear_82180,0.6156472691888024,0.4255108974095054,0.4550757547934468,0.32188092877263924
128,tennis racket_270908,0.18553832783702484,0.15160687634205958,0.17555418558485164,0.14581196942814745
129,tennis racket_394559,0.49158625436759,0.432701765405884,0.4463986413595812,0.24301673226783022
130,tie_133343,0.3624316610234406,0.37422052772451625,0.26125868170517563,0.2064433664939959
131,tie_244496,0.3418515390795385,0.3869757913250786,0.45777614169729114,0.24564563216250954
132,toilet_42276,0.4065154963250101,0.3875282393782696,0.2447680953925745,0.17527395391164557
133,toilet_85576,0.0898322421311928,0.12473420261314606,0.11207602271867684,0.08179633758310906
134,toothbrush_160666,0.28015296597002953,0.17629987984713505,0.22921403270470173,0.12434145109619608
135,traffic light_133087,0.2548085876016244,0.11953387635740871,0.18437849290875158,0.13445297314940072
136,train_539143,0.5907064455132854,0.12179308209173866,0.16887066001146225,0.28900700282185726
137,train_90155,0.24943855390126932,0.3555331178025463,0.14956270279118367,0.18013569923446904
138,truck_295420,0.593145472116737,0.41953920271355555,0.43504812586879765,0.27517170901143073
139,truck_334006,0.49815139234961225,0.4159551258654735,0.34844250918751873,0.1913764551763561
140,tv_104666,0.157025051397411,0.1656131403278638,0.10602345221169707,0.09434818479079063
141,tv_453722,0.5179132279895324,0.3067461606053141,0.2794082928856812,0.2150563543676368
142,umbrella_180487,0.21264343800924454,0.2027535080678853,0.24983307135906727,0.12280851298369878
143,umbrella_455157,0.2732188877126737,0.33252577065163763,0.2121884470942029,0.17146267172138063
144,vase_376478,0.34872531009664515,0.23467032975243554,0.15045781834063193,0.14046161327557113
145,vase_521282,0.25175502257452964,0.07149184239121316,0.21662575054590924,0.0856523739163649
146,wine glass_146489,0.27040907702932016,0.127384644330906,0.1425822854939959,0.06828392131783696
147,wine glass_25394,0.2807908465135234,0.24872807999019567,0.29016439468086636,0.20799830639766653
148,zebra_449406,0.3557542790252789,0.6502671898073842,0.3091312838103904,0.17785952133464847
149,zebra_491613,0.1878335044600435,0.22115201181003438,0.18017496887583023,0.10110112234478721
